,A1E959,O00626,O14793,O43895,O60635,O95750,O95994,P01579,P01591,P03950,P05783,P07711,P10721,P14136,P14210,P15090,P15336,P17516,P18627,P19801,P21246,P24387,P28827,P30838,P31994,P35225,P35475,P42785,P43629,P51531,P52823,P55259,P58499,P60484,P78423,Q0Z7S8,Q13459,Q29980_Q29983,Q3KPI0,Q4LE39,Q6ISS4,Q7L8A9,Q7Z6M3,Q7Z7D3,Q8IU54,Q8TD06,Q8TD46,Q8WTT0,Q92820,Q92854,Q969V3,Q96DU3,Q96JP9,Q96NZ8,Q99748,Q9BXJ7,Q9NRA1,Q9NX58,Q9P0M4,Q9P232,Q9UGM5,Q9UHF4,Q9UK85,Q9Y286,Q9Y5W5,Q9Y639,Q9Y653
135,-0.2756,-1.8209,-1.7614,-2.1342,-0.6634,-0.7616,-1.7583,3.749,-1.6694,-1.4711,-1.6883,-0.6249,-2.4425,-1.4407,-1.4264,-2.2924,-0.6175,-0.2733,-0.8034,-2.1914,-0.8426,-2.4165,-2.2514,-0.3621,-2.7802,-0.6518,-2.5857,-2.3376,-1.5691,0.26,-1.5003,-1.679,-2.9902,0.4214,-2.0468,-1.3482,1.4685,-1.4433,-1.0268,0.1759,-3.3035,0.7387,-1.1142,-0.2226,1.4145,1.6258,-1.8388,-1.8826,-1.2746,-1.3185,-0.0185,-0.2846,-1.6563,-2.2916,-0.005,-1.3844,-1.442,0.4274,-1.8398,-2.1814,-1.825,-0.6785,-2.1776,-1.8222,-1.7333,-1.0154,-1.9098
136,-0.3185,-0.025,-0.6835,-4.2282,-0.7351,-1.4415,-0.0045,-4.2224,-0.6856,-0.4942,-1.9429,0.1853,-1.8076,-1.0969,-0.3388,2.3624,-0.5058,-0.082,-0.263,-2.254,-1.4209,-2.0904,-1.746,0.4798,0.5076,-0.5856,-2.1085,-2.5388,-1.833,0.2396,0.3492,-0.7866,0.4866,-0.0824,1.5851,0.2346,-0.2064,-1.6901,1.6108,0.2056,0.1538,0.0572,-1.1093,0.0507,2.3162,-1.043,-1.7961,-0.4794,-1.2036,-2.4361,-0.2824,-0.0105,-1.213,-2.4385,0.0566,-1.2418,-1.1418,0.2508,-0.2111,-2.4079,-2.331,-0.1506,-1.2584,-2.1544,-0.7298,-0.7739,-1.9713
137,-0.4665,-0.9769,-2.8665,-2.8699,-0.3111,-1.4773,-0.6303,2.5848,-0.2797,-1.6132,-0.9897,-1.2124,-2.3798,-0.8962,-2.0416,-0.9621,-0.4732,-0.187,0.0767,-1.994,-0.6201,-2.396,-2.3777,-0.3827,-1.0081,-0.2743,-0.8422,-2.5496,-0.6932,0.2321,-0.6509,-0.6957,-2.9709,0.2976,-1.2392,-0.9386,-0.4173,-0.8947,-3.6258,0.136,-1.4905,0.2453,-1.1387,0.1792,2.4114,-1.7287,-1.9204,-1.1695,-1.2254,-2.1251,-0.2392,-0.2574,-1.3771,-3.1834,0.8435,-1.2439,-1.2689,0.8661,-2.3952,-2.238,-2.4443,-0.6093,-0.7354,-2.0004,-1.9152,-1.2363,-1.5628
138,-0.5896,-1.2296,-2.2033,-4.6471,1.5248,-2.5734,1.8731,-0.8893,-0.4913,-0.3024,-0.4502,-1.1001,-2.6593,-0.8531,-0.2048,-1.6116,-0.5942,-0.7867,-0.9857,-1.974,-2.0855,-1.4381,-2.3149,-0.6993,-1.2694,-0.8005,-2.4481,-2.0661,-2.6888,-0.7571,-0.4239,-1.1048,-2.749,-0.2003,-1.3452,-1.5433,0.1153,-4.4896,-1.6716,0.1443,-0.9159,0.2638,-1.3139,-0.4794,0.1869,-1.0456,-1.3915,-1.8154,-1.4159,-1.5978,-0.5314,0.2887,-1.3161,-1.9671,-0.2463,-0.1246,-0.9021,1.0055,-0.5944,-2.5197,-2.2128,-1.3771,-1.4386,-1.8513,-1.422,-0.706,-1.9828
139,-0.5119,-0.1829,-2.9587,-3.0886,-0.304,-1.3446,-1.9153,-0.5756,-2.8847,-0.8775,-2.2288,-0.3732,-1.3542,-0.2042,0.8371,-0.2649,1.5793,0.0885,-0.8028,-0.7427,2.0202,-2.1811,-1.7652,0.013,-0.4479,-0.5458,-1.3629,-1.7767,-2.6272,-0.1416,1.3575,-1.3526,-1.7036,0.0437,-0.0248,-2.0916,0.0115,0.6133,0.0467,0.4142,0.5421,0.0622,-0.0869,2.0451,1.546,0.5165,-2.0629,-1.5312,-1.1937,-0.8537,-0.433,0.0002,-1.551,-2.3945,-0.1858,-0.1754,-0.814,0.4339,-0.5187,-1.9749,-3.4523,0.2292,-1.0586,-0.8769,-1.6143,-1.0082,-0.9276
140,-0.5073,-1.7168,-2.3887,-1.7826,-0.4917,-3.1329,2.6449,3.9265,-0.861,-1.7842,0.6408,0.557,-2.4076,0.7798,-0.4103,-2.3032,-0.1497,0.4965,0.2925,-1.8741,-1.4459,-2.4872,-2.1837,-0.1144,-1.7117,-0.1129,-2.742,-2.7284,-1.4196,-0.503,-0.0131,-0.1863,-2.9004,0.1721,-1.0867,-1.5486,-0.9355,-1.4676,-2.8923,0.1795,-0.9445,0.1652,-0.84,0.3497,2.4081,0.195,-2.0852,-2.1062,-1.7833,-1.8594,-0.1513,-0.1546,-1.8392,-1.9132,-0.2501,-0.5767,-1.5473,0.4949,-1.2544,-2.1115,-3.1337,-0.8883,-0.7462,-1.0867,-2.3371,-0.6725,0.2433
141,-0.2617,-0.7115,-2.3025,-2.3037,-0.2129,-2.3805,-0.3374,2.1984,-2.5113,-1.9843,-1.3986,-1.0345,-2.3701,-1.1215,-0.6481,-1.3621,0.2583,-0.2716,0.1883,-1.8261,-0.8402,-2.6084,-2.4748,-1.0184,-2.9432,-0.2454,-2.3558,-2.4665,-1.6718,0.2773,-0.0099,-1.3883,-2.4264,-0.1269,-1.9777,-1.2933,-0.0191,-3.3077,-1.3976,-0.0102,-1.6411,0.3024,-1.3361,-0.1795,2.7674,-0.817,-1.5865,-1.5811,-0.884,-1.657,-0.4686,-0.1925,-2.0542,-2.5785,-0.1554,-0.4788,-0.8526,0.3317,-1.8653,-2.6483,-2.2764,-0.6531,-1.9746,-1.7914,-1.7247,-1.3326,1.2048
142,-0.6103,-0.2601,-2.6773,-3.1235,-0.3534,-1.2856,-0.5499,-0.2026,-0.9218,-1.8343,-2.7048,-1.3745,-2.2686,0.6721,-0.9604,0.1769,2.144,0.105,-1.0232,-2.422,-0.0132,-2.173,-1.6354,-0.0253,-0.6413,-0.6524,-0.1268,-1.432,0.2997,1.1825,-1.7851,-1.2154,-0.9529,0.6662,-1.1931,-1.5279,3.3485,-4.6376,-1.444,3.4209,-0.2721,1.6533,-1.5295,0.0094,-1.1792,0.3824,-1.8793,-1.8989,-1.3907,-0.8132,1.0616,0.5909,-1.5741,-2.5742,0.0195,-0.7492,-1.1191,7.1319,-0.1981,-2.1974,-1.6014,-1.0952,-2.0842,-1.1104,-1.8043,-1.6317,-0.541
143,-0.9477,-1.2179,-2.6933,-5.1592,0.2477,-3.3367,-1.1549,0.2852,-3.9095,-1.0149,-0.3015,-0.9107,-3.1147,-0.524,-0.2186,1.6934,-0.2215,1.4807,-0.5065,-1.7592,-0.0977,-2.0084,-2.2957,0.3918,-1.271,-0.4083,-2.5977,-2.37,-1.3493,0.383,0.0314,0.8253,-2.8748,0.7775,-1.9261,-1.863,-0.1976,-1.9916,0.0131,0.6393,-1.8264,0.1676,-1.6043,0.0765,-0.2209,-1.1235,-1.901,-2.7896,-1.3813,-2.0028,0.0101,-0.287,-1.7971,-2.2853,0.2532,-1.2461,-0.9148,0.0781,-1.3207,-2.3334,-1.6269,-0.8761,-2.0747,-1.6089,-2.1675,-0.9207,0.6908
144,-0.3257,-0.6759,-2.5401,-2.027,-0.5834,-2.6773,0.3809,2.2797,-0.7869,-1.6464,0.7828,-0.5917,-2.2669,-0.8711,-1.3717,-0.3918,-0.2479,0.5509,-0.0455,-1.8727,-1.119,-1.9697,-2.3406,-1.0819,-1.2699,-0.6075,-2.1738,-2.2193,-1.786,0.0055,-0.255,-1.9239,-2.9486,-0.1223,-1.403,-1.1368,0.0548,-0.6305,-2.4389,0.2563,-1.7477,0.0579,-1.5408,0.3838,2.3923,0.5882,-1.8883,-1.8818,-0.8717,-1.3787,-0.3218,-0.1641,-1.6434,-2.348,-0.0157,-0.2584,-1.6329,0.4435,-1.527,-1.9252,-1.086,-0.6834,-2.1872,-1.3202,-1.5469,-1.2006,-3.0034
145,-0.493,-0.8659,-1.9322,-3.3754,-0.6163,-1.6337,-2.6593,-0.4652,-1.5728,-1.4813,-3.2297,-1.7756,-1.7773,-1.1365,-1.9778,-1.7868,-1.4497,0.0623,-0.7239,-2.3146,-1.2683,-2.983,-2.3599,-0.0007,-3.3712,-0.509,-2.3715,-2.3125,-2.9454,-0.5411,-1.9478,-1.2022,-2.0476,-0.188,-1.4818,-1.0133,-0.4343,-2.809,-2.8113,-0.3821,-2.2308,0.1812,-0.705,-0.0304,0.811,-0.3932,-1.1204,-0.6828,-1.3982,-1.6823,-0.1498,-1.4651,-2.2482,-1.8599,-0.1889,-1.2394,-1.5164,-0.1288,-1.5402,-2.085,-1.1641,-0.9057,-1.5981,-1.601,-2.0651,-1.777,-2.1812
146,-0.6734,-1.114,-3.044,-3.057,-0.706,-0.7603,0.237,-2.9099,-2.3452,-0.652,0.3926,-0.5748,-2.4373,-1.0099,0.0177,-1.6671,-0.1376,0.8632,-0.6559,-1.1938,2.3242,-1.5393,-1.6631,-0.064,-0.7209,-0.9727,-3.0407,-1.7247,-1.7681,0.2965,-1.6679,-1.7131,-2.5654,-0.1976,-2.78,-0.8103,0.1028,-4.6897,-2.3144,-0.3668,0.0778,0.0448,-1.0303,0.3039,-0.7174,-0.9949,-2.5535,-3.0361,-1.6521,-3.0629,-0.5748,-0.8697,-0.9669,-1.6218,0.1829,-0.5758,-1.3858,0.2862,-0.485,-2.1067,-1.7693,-0.3658,-1.7465,-1.3882,-2.6755,-2.0983,-2.2439
147,0.4163,-1.3756,-1.35,-2.5616,-0.5258,-2.7275,-0.7443,4.1547,-1.1592,-0.6853,-1.8883,-0.5559,-1.923,-0.7136,-0.3124,2.1496,-0.1946,-0.131,-0.6193,-1.8418,-1.4976,-1.5792,-1.5367,-0.4821,0.2756,-0.6822,-3.5331,-1.8269,-1.2423,0.4946,1.318,-0.255,0.2982,0.0837,0.9072,-0.7323,0.0349,-0.8277,-1.0001,0.037,1.5108,-0.0437,-0.1593,0.7016,0.5472,0.9388,-0.7033,-1.9497,-1.3441,-1.9952,-0.3108,0.0235,-1.3247,-2.0138,-0.5047,-0.2766,-1.3468,0.6232,-0.2762,-2.1658,-2.38,-0.5898,-1.4935,-1.4364,-1.5707,-0.3187,-0.7827
148,-0.2764,-0.7937,-2.2515,-1.0182,-0.6119,-2.355,0.0519,-0.2213,-1.435,-2.1081,-1.899,-1.3609,-2.6662,-0.9485,-1.859,-1.2445,-0.6083,-0.0965,-0.7786,-1.8123,-0.5824,-2.282,-2.0212,-0.4363,-1.5205,-0.4694,-1.9448,-2.5827,-1.9065,0.5991,-1.1522,-1.2127,-3.8321,-0.0434,-1.8924,-1.213,0.9637,-2.0913,-1.7294,0.158,-3.4002,0.9036,-1.6719,0.3003,0.5184,0.2447,-2.4477,-1.4133,-1.1647,-1.5605,-0.3685,-0.217,-1.4921,-2.7495,-0.3663,-0.8017,-1.2565,0.3512,-1.4462,-2.3955,-2.5517,-0.4589,-1.8449,-1.8962,-1.9332,-1.0158,-2.2104
149,-0.5701,-2.386,-2.9472,-3.2772,0.0756,-1.7605,-0.9603,2.1672,-2.2141,-1.9387,-1.3329,-0.5825,-2.1447,-0.1991,-0.9437,-0.9593,-0.5625,-0.2624,-0.7599,-2.2964,-0.6892,-2.4036,-2.0948,-0.7283,-2.4306,-0.5947,-3.1113,-3.1776,-1.7626,-0.0988,0.3641,0.3071,-2.0497,0.0774,-0.2155,-1.9671,-0.6227,-1.5081,-1.4869,-0.1612,-2.1702,0.1654,-1.4201,0.0454,0.0429,-1.5011,-2.6989,-3.7739,-1.6147,-2.7389,-0.1588,-0.5652,-1.4781,-3.1869,0.2667,-1.1265,-1.1364,0.5821,0.2532,-2.3826,-1.8215,-0.5518,-0.658,-1.8435,-1.444,-0.7464,-1.7909
150,-1.1421,-1.1618,-2.8161,-3.2979,-0.5267,-0.4676,1.5537,-0.2801,-1.3091,-1.6263,-0.5829,-0.9128,-2.3341,-0.8932,0.0078,-0.8878,-0.2611,-0.0966,-0.7404,-2.105,-0.591,-2.4203,-2.0783,-0.4976,-2.6454,-0.779,-2.9052,-1.9332,-2.4802,-1.668,-0.3514,-1.7206,-2.6808,0.0134,-1.3274,-1.6754,-0.5586,-4.6798,0.9445,0.0769,-2.2522,0.1296,-1.4519,0.153,1.7389,-1.3216,-2.2099,-2.4889,-1.3214,-1.9814,-0.1659,1.8406,-2.1257,-2.3162,0.1617,-1.1865,-1.2383,0.3563,-0.9118,-2.806,-2.5135,-0.6272,-1.8584,-2.1268,-1.7112,-0.5893,-1.2681
151,-0.2014,0.6397,-1.7696,-1.4116,-0.3981,-3.2464,2.6454,2.427,-1.4495,-0.8176,0.8213,-0.026,-2.0568,-0.1636,-0.7406,-0.2464,0.1081,-0.1119,-0.0313,-1.4426,0.5102,-1.6098,-2.1602,-0.4752,-0.2801,-0.8619,-2.687,-2.5634,-1.9063,0.4351,0.7223,-0.5405,0.9685,0.3026,-0.5846,0.0056,0.202,-1.0199,0.6229,0.6502,-1.5311,0.3763,-1.3908,0.177,3.1068,-0.0781,-1.0086,-2.8859,-0.4609,-0.8958,-0.3921,-0.0093,-1.5523,-1.8889,0.0657,0.3008,-0.8376,0.7498,-0.811,-1.6305,-1.0232,-0.7336,-0.515,-1.1102,-1.498,-0.9529,-1.3793
152,-0.9089,-1.2578,-2.5562,-3.3079,0.0085,-2.1469,-0.87,-3.2566,-2.5388,-1.3615,-2.9606,-0.8553,-2.7755,0.2961,-0.431,-0.6031,-0.594,0.1663,-1.4405,-1.4367,-0.6612,-1.868,-2.6063,-0.897,-0.4682,-0.4783,-1.7328,-2.9745,-1.7396,0.4694,-1.5576,2.8949,-1.9117,0.5727,-2.5906,-0.75,0.6071,-2.2249,0.3897,0.1656,-1.0289,0.2183,-1.4618,0.3705,-0.1238,-1.3769,-2.8252,-1.6842,-1.7956,-1.4067,0.2146,-1.026,-1.9655,-2.4638,-0.3238,-0.7609,-1.4954,0.6356,-0.1813,-2.9357,-3.5053,-0.9678,-1.4726,-2.0115,-1.2838,-0.8501,0.3543
153,-0.3709,-1.3636,-2.4832,-2.9691,-0.398,-3.7797,1.3364,0.0319,-2.1182,-2.1166,0.0722,-0.358,-2.7086,-0.9177,-0.8306,-1.8038,-0.0491,1.3074,-0.2617,-2.2005,-1.2488,-1.4821,-1.8731,0.8296,-1.1992,-0.1859,-2.6319,-2.0457,-3.007,0.2874,-0.267,-0.9403,-3.3207,-0.5377,-1.6565,-1.1804,-0.1,-4.5633,-1.5112,0.083,-2.5498,0.5607,-1.017,0.1121,2.1693,-1.0368,-1.8587,-2.6236,-0.8121,-1.4347,-0.4738,-0.6554,-1.4937,-2.1567,0.0322,-0.3849,-0.9711,0.399,-0.6135,-2.2323,-1.6977,-0.7724,-3.681,-0.9264,-1.6652,-1.6719,-2.0356
154,-0.8189,-0.3324,-2.7067,-4.0677,0.5269,-1.2301,1.1872,1.9007,-1.9,-1.1645,-0.2606,-0.591,-2.3212,-0.3972,-0.9894,-1.1451,-0.6593,0.1164,0.0344,-1.4308,-1.3783,-2.5498,-2.0433,-0.7702,-0.6818,-0.8099,-2.0507,-2.1877,-1.0116,-0.3263,0.0193,-0.7237,-2.0448,-0.3087,-0.918,-0.6513,-0.1688,-5.8716,-3.0855,0.3633,-1.2689,0.229,-0.3282,0.032,2.4414,-0.3944,-1.7167,-0.8215,-1.0441,-1.7614,-0.7718,-0.2991,-2.624,-2.0085,1.8615,-0.2917,-1.1903,0.523,1.0575,-2.6657,-1.582,-0.4723,-2.1713,-1.9334,-1.0532,0.118,-1.5471
155,-0.8137,-0.4435,-2.4139,-0.8002,-0.1259,0.2003,-1.3678,2.0526,-0.497,-1.2569,2.2515,-0.6292,-2.3281,0.0868,0.3463,0.0636,-0.5009,2.755,-1.1585,-1.9992,0.9431,-1.5866,-1.5651,0.6256,-0.5502,-0.5082,-2.0347,-2.0097,-1.705,0.0455,-0.1852,0.2838,-1.3101,-0.0747,-0.6992,0.1996,-0.7663,-1.4757,1.0949,0.484,-2.215,0.2082,-1.4504,1.0991,-0.1291,-0.609,-1.234,-1.7229,-2.2572,-1.7174,-0.2569,-0.4447,-1.7809,-2.0619,0.3614,-1.1573,-1.1671,0.3071,2.0231,-2.6633,-3.7345,-0.7593,-2.2984,-1.3611,-1.9707,-0.7198,-0.4382
156,-0.9773,-2.7334,-1.5058,-2.0694,-0.7038,-0.6808,0.7436,-2.8439,-2.4258,-1.1109,0.3943,-1.5667,-2.5575,-1.6469,-0.6695,-1.2549,-0.1667,0.6948,-2.3832,-1.6829,-0.9625,-1.986,-2.066,0.9087,0.4845,-0.5489,-2.7215,-2.0467,-1.9511,-0.193,-0.9663,0.4979,-1.107,0.0963,-1.179,-1.4401,-0.75,-0.7833,-1.9162,-0.0432,0.0722,0.4008,-2.6678,-0.2989,-0.3613,0.7169,-2.4445,-1.92,-2.4453,-2.6017,0.0674,-0.1993,-0.8936,-1.7534,-0.0651,-0.9761,-1.5039,0.4517,0.5012,-1.981,-1.9005,-0.2596,-2.5017,-2.2614,-2.2596,-0.9146,-2.6875
157,-0.3049,-1.7375,-3.2626,-4.8624,-0.6844,-1.7605,-2.0554,5.796,-1.0355,-2.3934,-2.5343,-2.645,-3.0651,-0.9041,-1.307,-1.7282,-0.3948,0.0382,-1.2345,-2.7667,-0.6292,-3.3155,-2.5345,-0.9049,-1.6302,-0.3031,-2.9953,-3.1264,-2.5987,-0.2287,-1.454,1.2249,-2.2303,0.3205,-1.5039,-1.3198,-0.2658,-2.2768,-0.2459,-0.1342,-1.6726,0.1179,-1.5609,-0.2138,1.1613,-1.197,-2.9276,-1.8592,-1.5204,-1.8758,-0.864,-0.803,-1.499,-2.963,-0.0917,-0.5973,-0.4373,0.5493,-1.6742,-2.8315,-1.8801,-0.5087,-2.0494,-2.0265,-2.5393,-0.9933,-2.5658
158,-0.3657,-0.3178,-3.1863,-4.9174,-0.2161,-3.1027,2.3712,1.7241,-1.5464,-2.4003,1.2301,0.462,-2.1688,-1.2553,-0.3758,-2.2788,0.0366,-0.3692,0.1852,-1.449,-0.4622,-2.2483,-2.1956,-0.0775,-1.1989,-0.568,-1.7462,-2.109,-3.1394,0.6315,-0.11,-2.1513,-3.4733,0.467,-1.8878,-0.9468,0.8628,0.0301,-2.4239,0.8469,-0.9966,0.4619,-1.2767,0.2589,3.0001,-0.9189,-1.7161,-1.8172,-0.2154,-1.0394,-0.1593,-0.1042,-1.1909,-2.9366,0.4794,-0.9418,-1.0363,0.8586,-1.7238,-2.6058,-1.8587,-0.3294,-1.5486,-1.0458,-1.639,-0.1954,-1.5178
159,-0.4207,-1.7849,-1.6042,-2.5989,-0.6323,-2.8263,0.2756,0.4179,-1.2313,-1.783,-1.9969,-1.7121,-1.9804,-1.3611,-2.4709,-2.6612,-0.173,0.597,-0.4803,-1.5545,-1.4692,-2.2855,-1.8787,-0.3838,-2.0578,-0.6296,-2.6247,-2.1074,-1.7617,0.2213,-1.4457,-0.4812,-2.0648,-0.1489,-2.2943,-1.2856,-0.1511,-4.9694,-2.4249,0.1616,0.8537,0.1988,-1.3001,-0.2891,1.2885,-0.7381,-2.0418,-1.6557,-0.8148,-1.7309,-0.4701,-0.8875,-1.6699,-2.0516,-0.0585,-0.9479,-1.0944,0.5284,-0.7574,-1.7466,-1.6879,-1.0143,-2.0111,-1.7299,-2.6286,-0.6917,-2.0995
160,-0.2674,-0.7099,-1.2903,-2.8188,-0.4621,-2.249,-0.9719,-3.1694,-0.6146,-1.6544,-3.135,-0.9661,-2.0145,-0.8255,-1.3723,-0.3089,-0.4551,-0.2757,-0.6518,-2.6576,-0.4245,-2.6646,-1.6339,1.7429,-2.6464,-1.1201,-1.5117,-2.2102,-1.2922,-0.3566,-1.3317,-1.1443,-1.0972,0.2319,-1.9457,0.2015,-0.5752,-0.8344,-0.6785,0.3194,-0.7225,0.0639,-1.1046,0.2672,-0.1735,-0.7802,-1.3705,-2.0433,-1.87,-1.3655,-0.4027,-0.1046,-1.6214,-2.1515,-0.1717,-1.0153,-1.4281,0.5342,-1.0539,-2.072,-1.3729,-0.6791,-1.7179,-1.5039,-1.9843,-1.0008,-0.5812
161,-1.0309,-1.6976,-3.3775,-3.0311,-0.6381,-2.6524,2.3976,1.8377,-1.3196,-1.596,0.04,-0.3768,-3.1084,-1.169,0.76,-1.0212,-0.1952,-0.1111,0.046,-1.6934,-1.7398,-1.6887,-2.0304,-0.4914,-2.6221,-0.3713,-2.5687,-2.0368,-2.5961,-0.2452,0.219,1.1459,-2.3295,0.0242,-1.1018,-1.7667,-0.4393,-1.0587,-1.5537,0.4915,-0.6074,-0.172,-0.3679,0.5394,0.6239,-1.1601,-2.7527,-3.2344,-1.7107,-2.082,-0.3343,-0.5552,-1.8329,-2.771,0.6553,-1.2129,-1.334,1.0813,-1.4037,-1.9426,-2.6577,-1.2271,-1.8245,-1.3452,-1.4421,-0.7028,-1.0736
162,-0.1353,-1.1955,-2.2715,-2.8323,-0.1707,-1.4589,2.6113,4.1814,-1.2369,-2.1646,-0.2661,-0.4584,-2.2774,-0.9628,-0.3164,-1.5166,-0.649,-0.2756,0.4002,-0.2694,-0.5631,-1.536,-2.6302,-0.0023,-2.341,-0.4059,-2.8942,-1.8702,-1.4801,0.5803,-0.2436,-0.7144,-3.1195,0.154,-0.9667,-1.6424,0.0528,-1.8198,-0.7944,0.2145,-1.1107,0.091,-0.7035,0.1018,1.9157,-0.2328,-1.8636,-1.9157,-0.9912,-2.0417,-0.4294,-0.8536,-1.6051,-2.939,0.055,-0.1389,-1.1083,0.6595,-1.1485,-2.0851,-2.6719,-0.4591,-0.5282,-1.4642,-2.1491,-0.4494,-1.1277
163,-0.2606,-1.0643,-2.1316,-1.4425,-0.542,-1.7413,-0.447,1.9422,-1.0552,-1.6674,-0.957,-0.7046,-2.6888,-0.8032,-0.798,-0.9048,-0.3133,-0.1203,0.0827,-1.755,-0.93,-1.9887,-1.5112,-0.7588,-1.1703,-0.6714,-1.9058,-1.3416,-2.1059,0.1706,0.2762,-1.5327,-2.3104,0.1414,-1.7169,-1.6112,-0.5706,-2.0261,-2.3946,0.4165,-1.4072,0.1174,-0.9642,-0.0391,1.9951,-1.1132,-1.1668,-1.2155,-0.3743,-1.5824,-0.2104,-0.8145,-1.3176,-1.9891,0.4898,-0.4701,-1.1629,0.1745,-0.88,-1.8988,-1.4371,-0.7826,-2.4419,-1.4147,-1.582,-0.5919,-1.2768
164,-0.9034,-1.1775,-2.9441,-1.765,-0.7844,-4.8325,-0.3262,-0.8139,-1.8201,-2.3686,-0.1123,-0.9116,-1.0271,-1.0112,-0.7898,0.2994,-0.8044,-0.0562,-1.5635,-1.6748,1.6059,-1.2677,-1.3141,1.947,0.2349,-0.5311,-0.4805,-2.1039,-2.8229,0.2207,0.7929,-0.8759,-1.6142,0.2465,-0.463,-0.8975,-0.8157,1.2437,1.9452,0.1725,-0.1508,0.3419,1.9802,1.9614,0.2212,1.3191,-0.5603,-1.5834,-0.5466,-1.1698,0.6038,0.2775,-2.1686,-2.4957,-0.1895,0.0244,-0.6022,0.3601,3.2687,-1.5374,-3.3786,-0.1666,-0.6986,-0.1999,-1.7978,-0.615,-1.0221
165,-0.8608,-0.9272,-1.2523,-3.4834,-0.5211,-1.4894,2.7893,-1.4535,-0.6558,-1.3658,0.0248,-0.8942,-2.8759,-1.6049,0.3101,-2.5934,1.2703,-0.089,-0.5466,-2.1281,3.8405,-1.9603,-2.2562,-0.8533,-1.1763,-0.4513,-2.5645,-1.9128,-2.3207,-1.2786,-0.4878,-0.9067,-2.7153,0.3568,-1.4746,-1.7387,-0.1813,-1.5794,-0.3513,0.3185,-0.4706,0.4148,-0.6487,-0.3124,-0.2682,-0.6231,-1.8715,-0.7473,-1.2197,-1.6258,-0.4658,-0.4563,-1.3858,-4.4001,0.9437,-0.707,-1.1764,0.1439,-0.9218,-3.2519,-1.948,-0.6481,-1.97,-1.5863,-1.4367,-1.1486,-0.1332
166,-0.9562,-0.276,-2.7381,-5.2072,-0.8031,-3.9213,-0.8782,-1.0421,-1.961,-0.8253,-0.0159,-0.2193,-2.4903,-1.7751,-0.3738,-3.3913,-1.0198,-0.2462,-1.3394,-1.1254,-1.5916,-1.4398,-2.3883,-0.1354,-1.6113,-0.5255,-2.3718,-2.0315,-2.1863,0.0573,-0.7631,-2.0558,-2.553,0.2086,-2.9595,-1.0381,0.0864,-5.509,-3.1532,0.0644,-1.0735,0.3605,-1.9408,-0.6545,-0.155,-0.8759,-2.2688,-1.881,-0.6261,-1.1717,-0.0931,-0.2486,-1.6483,-2.2916,-0.2378,-0.768,-1.5876,0.1092,0.1259,-2.4054,-2.3538,-0.5153,-1.8881,-1.976,-2.1253,-0.7466,-2.8915
167,-0.5146,-0.2954,-2.6429,-2.6092,-0.48,-2.4494,-0.36,4.0559,-0.2908,-1.0762,0.1259,-0.7551,-1.9855,0.07,-1.8009,-0.5091,-0.7569,0.0539,0.5069,-1.4616,-0.1999,-2.276,-2.1682,-0.8356,-0.9295,-0.6163,-1.9306,-2.2511,-0.4764,0.2158,-0.3454,-0.4921,-3.0739,0.1073,-0.8883,-1.5379,-0.1649,-4.7894,-2.3379,0.3972,-2.1493,0.0413,-0.3632,0.4253,2.6848,-0.4967,-1.2972,-0.4987,-1.6056,-1.3388,-0.2635,-1.4823,-1.3219,-1.7209,-0.2759,-0.0061,-0.6007,0.508,-0.952,-2.4439,-1.0631,-0.6678,-1.6347,-1.4646,-1.1586,0.7791,-1.6403
168,1.1079,-0.7548,-0.2179,-2.463,-0.4108,-0.4417,0.1179,-0.5438,-0.6805,-0.5252,-1.8618,-0.8123,-1.2397,-1.0549,-0.7258,3.0895,-0.6179,0.8566,-0.6413,-1.5784,-0.2904,-1.0188,-1.6286,0.1632,-0.9611,-0.4946,-1.7717,-1.8554,-2.5098,0.3722,0.4995,1.2254,1.3894,0.1471,1.1186,0.6249,0.4132,-0.9906,-1.0835,0.6723,0.3844,0.2222,0.7069,0.2027,0.3483,0.3497,-1.0326,-0.938,-1.6442,-2.2453,-0.2561,0.1519,-1.5298,-2.2242,-0.0683,-0.4632,-1.1568,0.6104,-0.2108,-2.8301,-1.2778,-0.6463,0.0062,-1.3216,-0.1358,-0.8411,-1.3377
169,-0.6332,-1.4971,-2.9244,-5.5111,-0.0173,-4.4798,2.4364,-2.6169,-2.1171,-2.1153,-1.611,-1.53,-2.3122,-0.3493,-0.6296,-1.1692,-0.1131,-0.3371,-1.6433,-2.2529,-1.4231,-1.9272,-1.8895,0.1915,-1.6828,-0.7049,-1.9502,-1.8837,-1.1282,-0.1561,-1.9503,-0.0544,-2.2429,0.536,-2.0941,-1.5309,-0.3243,-4.5762,1.5783,-0.3403,-1.5124,0.1805,-0.9559,0.0219,-0.5199,-1.0194,-2.4845,-2.1092,-1.4812,-1.4763,-0.2403,-0.1264,-1.4336,-2.2495,0.0615,-1.8214,-2.0217,2.5224,-0.1954,-2.4168,-4.6236,-0.6454,-3.9873,-1.4306,-2.1916,-0.6827,-1.6234
